event_id,treated_cve,treated_event_date,control_cve,control_future_event_date,candidate_rank_static,static_distance,treated_baseline_epss,treated_baseline_percentile,treated_anchor_offset,control_baseline_epss,control_baseline_percentile,control_anchor_offset,baseline_percentile_distance,match_rank
495,CVE-2023-37979,2023-08-04,CVE-2023-21750,2025-05-16,3,0.05,0.00053,0.18875,1.0,0.00047,0.144,0.0,0.04475000000000001,1
496,CVE-2023-38035,2025-04-17,CVE-2023-36845,2025-05-29,2,0.05,0.94435,0.99983,0.0,0.94355,0.99947,0.0,0.00036000000000002697,1
496,CVE-2023-38035,2025-04-17,CVE-2023-29336,2025-05-25,11,2.3000000000000007,0.94435,0.99983,0.0,0.76942,0.98873,0.0,0.011099999999999999,2
503,CVE-2023-38408,2025-04-09,CVE-2023-36845,2025-05-29,3,0.05,0.45307,0.97352,0.0,0.9432,0.99944,0.0,0.025919999999999943,1
503,CVE-2023-38408,2025-04-09,CVE-2023-34362,2025-05-13,1,0.0,0.45307,0.97352,0.0,0.94388,0.99966,0.0,0.02613999999999994,2
503,CVE-2023-38408,2025-04-09,CVE-2023-39780,2025-05-28,6,1.3,0.45307,0.97352,0.0,0.06658,0.90359,0.0,0.06993000000000005,3
504,CVE-2023-3849,2023-07-28,CVE-2023-29383,2025-05-17,4,0.25000000000000017,0.00045,0.1232,0.0,0.00045,0.1232,0.0,0.0,1
504,CVE-2023-3849,2023-07-28,CVE-2023-3897,2024-02-19,12,1.5499999999999998,0.00045,0.1232,0.0,0.00042,0.0572,0.0,0.066,2
507,CVE-2023-38831,2025-04-17,CVE-2023-0669,2025-05-28,12,0.6499999999999997,0.9373,0.99834,0.0,0.94364,0.99951,0.0,0.0011700000000000044,1
507,CVE-2023-38831,2025-04-17,CVE-2023-29336,2025-05-25,6,0.05,0.9373,0.99834,0.0,0.76942,0.98873,0.0,0.009610000000000007,2
509,CVE-2023-3897,2024-02-19,CVE-2023-36811,2025-04-09,2,0.14999999999999963,0.00046,0.12494,0.0,0.00045,0.12278,0.0,0.0021599999999999953,1
509,CVE-2023-3897,2024-02-19,CVE-2023-4641,2025-05-17,4,0.14999999999999963,0.00046,0.12494,0.0,0.00045,0.12013,0.0,0.004809999999999995,2
509,CVE-2023-3897,2024-02-19,CVE-2023-6710,2024-05-13,7,0.6000000000000005,0.00046,0.12494,0.0,0.00045,0.11727,0.0,0.007669999999999996,3
510,CVE-2023-39026,2023-09-04,CVE-2023-27532,2024-09-10,7,0.05,0.01308,0.84247,0.0,0.00666,0.77141,0.0,0.07106000000000001,1
513,CVE-2023-39362,2023-10-09,CVE-2023-1966,2025-01-07,10,0.25000000000000017,0.00103,0.41473,0.0,0.00128,0.47013,0.0,0.055400000000000005,1
515,CVE-2023-40044,2025-04-17,CVE-2023-36845,2025-05-29,2,0.24999999999999928,0.94427,0.99979,0.0,0.94355,0.99947,0.0,0.00031999999999998696,1
515,CVE-2023-40044,2025-04-17,CVE-2023-29336,2025-05-25,11,2.5,0.94427,0.99979,0.0,0.76942,0.98873,0.0,0.011059999999999959,2
517,CVE-2023-40278,2024-04-15,CVE-2023-47113,2025-05-03,9,0.25000000000000017,0.00043,0.08022,0.0,0.00042,0.05281,0.0,0.027409999999999997,1
518,CVE-2023-40279,2024-04-15,CVE-2023-47113,2025-05-03,9,0.25000000000000017,0.00043,0.08022,0.0,0.00042,0.05281,0.0,0.027409999999999997,1
520,CVE-2023-40547,2025-04-22,CVE-2023-39780,2025-05-28,2,0.55,0.03357,0.86627,0.0,0.01699,0.81229,0.0,0.05398000000000003,1
520,CVE-2023-40547,2025-04-22,CVE-2023-6241,2025-05-23,10,1.3000000000000007,0.03357,0.86627,0.0,0.09367,0.92292,0.0,0.05664999999999998,2
521,CVE-2023-40580,2025-04-14,CVE-2023-21675,2025-05-16,2,0.2999999999999998,0.00299,0.50338,0.0,0.00301,0.50489,0.0,0.0015099999999999003,1
521,CVE-2023-40580,2025-04-14,CVE-2023-23420,2025-05-16,7,0.2999999999999998,0.00299,0.50338,0.0,0.00279,0.48437,0.0,0.019010000000000027,2
521,CVE-2023-40580,2025-04-14,CVE-2023-21748,2025-05-16,4,0.2999999999999998,0.00299,0.50338,0.0,0.0033,0.53097,0.0,0.027590000000000003,3
527,CVE-2023-41076,2025-04-12,CVE-2023-42871,2025-05-25,10,0.5,0.00028,0.04817,0.0,0.00043,0.09946,0.0,0.05129000000000001,1
527,CVE-2023-41076,2025-04-12,CVE-2023-34332,2025-05-19,8,0.5,0.00028,0.04817,0.0,0.00045,0.1094,0.0,0.06123,2
527,CVE-2023-41076,2025-04-12,CVE-2023-51745,2025-05-18,5,0.5,0.00028,0.04817,0.0,0.00053,0.13633,0.0,0.08816000000000002,3
529,CVE-2023-4113,2023-08-04,CVE-2023-2745,2025-04-22,11,1.1000000000000005,0.00146,0.49797,1.0,0.00193,0.56221,0.0,0.06423999999999996,1
531,CVE-2023-4114,2023-08-04,CVE-2023-2745,2025-04-22,11,1.1000000000000005,0.00146,0.49797,1.0,0.00193,0.56221,0.0,0.06423999999999996,1
532,CVE-2023-4115,2023-08-04,CVE-2023-2745,2025-04-22,11,1.1000000000000005,0.00146,0.49797,1.0,0.00193,0.56221,0.0,0.06423999999999996,1
533,CVE-2023-4116,2023-08-04,CVE-2023-2745,2025-04-22,11,1.1000000000000005,0.00146,0.49797,1.0,0.00193,0.56221,0.0,0.06423999999999996,1
534,CVE-2023-4117,2023-08-04,CVE-2023-2745,2025-04-22,11,1.1000000000000005,0.00146,0.49797,1.0,0.00193,0.56221,0.0,0.06423999999999996,1
535,CVE-2023-4119,2023-08-04,CVE-2023-3897,2024-02-19,6,0.5,0.00055,0.20557,1.0,0.00046,0.12718,1.0,0.07839000000000002,1
536,CVE-2023-41425,2025-04-22,CVE-2023-29336,2025-05-25,3,1.9500000000000002,0.60716,0.98143,0.0,0.76942,0.98874,0.0,0.007309999999999928,1
536,CVE-2023-41425,2025-04-22,CVE-2023-36845,2025-05-29,11,4.000000000000001,0.60716,0.98143,0.0,0.94355,0.99948,0.0,0.01805000000000001,2
536,CVE-2023-41425,2025-04-22,CVE-2023-0669,2025-05-28,2,1.4000000000000006,0.60716,0.98143,0.0,0.94364,0.99952,0.0,0.01808999999999994,3
539,CVE-2023-4173,2023-08-08,CVE-2023-3897,2024-02-19,10,1.5499999999999998,0.00055,0.20592,1.0,0.00046,0.12759,1.0,0.07832999999999998,1
539,CVE-2023-4173,2023-08-08,CVE-2023-29383,2025-05-17,2,0.25000000000000017,0.00055,0.20592,1.0,0.00045,0.12275,1.0,0.08317,2
540,CVE-2023-4174,2023-08-08,CVE-2023-3897,2024-02-19,10,1.5499999999999998,0.00055,0.20592,1.0,0.00046,0.12759,1.0,0.07832999999999998,1
540,CVE-2023-4174,2023-08-08,CVE-2023-29383,2025-05-17,2,0.25000000000000017,0.00055,0.20592,1.0,0.00045,0.12275,1.0,0.08317,2
541,CVE-2023-41892,2025-04-27,CVE-2023-36845,2025-05-29,1,0.1999999999999993,0.93766,0.99843,0.0,0.94355,0.99948,0.0,0.0010499999999999954,1
541,CVE-2023-41892,2025-04-27,CVE-2023-0669,2025-05-28,5,3.05,0.93766,0.99843,0.0,0.94364,0.99952,0.0,0.0010899999999999244,2
544,CVE-2023-42007,2025-04-11,CVE-2023-52590,2025-05-20,7,0.14999999999999963,0.00026,0.04283,0.0,0.0005,0.12726,0.0,0.08443,1
544,CVE-2023-42007,2025-04-11,CVE-2023-0437,2025-05-17,8,0.15000000000000052,0.00026,0.04283,0.0,0.00052,0.13359,0.0,0.09075999999999998,2
546,CVE-2023-4220,2025-03-18,CVE-2023-29336,2025-05-25,2,0.2999999999999998,0.92866,0.99769,0.0,0.6143,0.98176,0.0,0.01593,1
547,CVE-2023-4278,2023-10-09,CVE-2023-45282,2025-04-11,8,0.05,0.00048,0.15034,0.0,0.00043,0.07182,0.0,0.07852,1
548,CVE-2023-42793,2024-03-14,CVE-2023-5360,2025-04-05,1,0.0,0.97345,0.99885,0.0,0.96723,0.99633,0.0,0.0025199999999999667,1
548,CVE-2023-42793,2024-03-14,CVE-2023-3519,2025-01-09,10,0.05,0.97345,0.99885,0.0,0.91186,0.98797,0.0,0.01088,2
548,CVE-2023-42793,2024-03-14,CVE-2023-30258,2025-04-11,2,0.0,0.97345,0.99885,0.0,0.30708,0.96832,0.0,0.030530000000000057,3
553,CVE-2023-43177,2025-03-25,CVE-2023-36845,2025-05-29,3,0.05,0.89356,0.9954,0.0,0.9432,0.99942,0.0,0.0040200000000000236,1
553,CVE-2023-43177,2025-03-25,CVE-2023-34362,2025-05-13,1,0.05,0.89356,0.9954,0.0,0.94388,0.99966,0.0,0.0042600000000000415,2
553,CVE-2023-43177,2025-03-25,CVE-2023-41892,2025-04-27,5,0.24999999999999928,0.89356,0.9954,0.0,0.70287,0.98609,0.0,0.00930999999999993,3
557,CVE-2023-4382,2023-09-04,CVE-2023-3897,2024-02-19,10,1.5499999999999998,0.0005,0.17088,0.0,0.00046,0.12752,0.0,0.04336000000000001,1
557,CVE-2023-4382,2023-09-04,CVE-2023-29383,2025-05-17,2,0.25000000000000017,0.0005,0.17088,0.0,0.00045,0.12261,0.0,0.04827000000000001,2
557,CVE-2023-4382,2023-09-04,CVE-2023-36811,2025-04-09,6,1.5000000000000002,0.0005,0.17088,0.0,0.00045,0.12261,0.0,0.04827000000000001,3
558,CVE-2023-43958,2025-04-23,CVE-2023-42826,2025-05-25,6,2.3000000000000007,0.00025,0.05022,0.0,0.0003,0.07065,0.0,0.020430000000000004,1
558,CVE-2023-43958,2025-04-23,CVE-2023-7206,2025-05-26,10,2.3000000000000007,0.00025,0.05022,0.0,0.00036,0.09046,0.0,0.04024,2
559,CVE-2023-4407,2023-09-04,CVE-2023-24657,2025-04-11,3,0.20000000000000018,0.00077,0.31835,0.0,0.00076,0.31308,0.0,0.005269999999999997,1
559,CVE-2023-4407,2023-09-04,CVE-2023-24626,2025-05-12,10,0.25000000000000017,0.00077,0.31835,0.0,0.00062,0.24384,0.0,0.07451000000000002,2
560,CVE-2023-44088,2025-04-10,CVE-2023-34872,2025-05-17,7,0.45000000000000034,0.00201,0.39414,0.0,0.002,0.39311,0.0,0.0010299999999999754,1
560,CVE-2023-44088,2025-04-10,CVE-2023-4039,2025-05-17,11,1.1500000000000006,0.00201,0.39414,0.0,0.00206,0.40147,0.0,0.007330000000000003,2
561,CVE-2023-44221,2025-04-25,CVE-2023-39780,2025-05-28,5,1.6500000000000006,0.0079,0.72615,0.0,0.01699,0.8124,0.0,0.08625000000000005,1
563,CVE-2023-44752,2025-04-23,CVE-2023-42826,2025-05-25,6,2.3000000000000007,0.0003,0.06873,0.0,0.0003,0.07065,0.0,0.001920000000000005,1
563,CVE-2023-44752,2025-04-23,CVE-2023-7206,2025-05-26,10,2.3000000000000007,0.0003,0.06873,0.0,0.00036,0.09046,0.0,0.02173,2
563,CVE-2023-44752,2025-04-23,CVE-2023-4369,2025-05-28,4,1.3,0.0003,0.06873,0.0,0.00053,0.16699,0.0,0.09826,3
564,CVE-2023-44755,2025-04-23,CVE-2023-42826,2025-05-25,6,2.3000000000000007,0.00014,0.01497,0.0,0.0003,0.07065,0.0,0.05568000000000001,1
564,CVE-2023-44755,2025-04-23,CVE-2023-7206,2025-05-26,10,2.3000000000000007,0.00014,0.01497,0.0,0.00036,0.09046,0.0,0.07549,2
566,CVE-2023-45277,2025-04-11,CVE-2023-28248,2025-05-16,9,0.2999999999999998,0.00897,0.73636,0.0,0.01074,0.75917,0.0,0.022809999999999997,1
566,CVE-2023-45277,2025-04-11,CVE-2023-35357,2025-05-16,12,0.2999999999999998,0.00897,0.73636,0.0,0.00746,0.70857,0.0,0.02778999999999998,2
566,CVE-2023-45277,2025-04-11,CVE-2023-28272,2025-05-16,10,0.2999999999999998,0.00897,0.73636,0.0,0.01453,0.79139,0.0,0.05503000000000002,3
567,CVE-2023-45278,2025-04-11,CVE-2023-39780,2025-05-28,2,0.599999999999999,0.10068,0.92374,0.0,0.06658,0.9037,0.0,0.020040000000000058,1
567,CVE-2023-45278,2025-04-11,CVE-2023-36845,2025-05-29,5,0.7500000000000011,0.10068,0.92374,0.0,0.9432,0.99944,0.0,0.07569999999999999,2
567,CVE-2023-45278,2025-04-11,CVE-2023-34362,2025-05-13,3,0.7000000000000011,0.10068,0.92374,0.0,0.94388,0.99967,0.0,0.07592999999999994,3
568,CVE-2023-45279,2025-04-11,CVE-2023-34872,2025-05-17,6,0.09999999999999964,0.00192,0.38308,0.0,0.002,0.3931,0.0,0.010020000000000029,1
568,CVE-2023-45279,2025-04-11,CVE-2023-4039,2025-05-17,9,0.6000000000000005,0.00192,0.38308,0.0,0.00206,0.40145,0.0,0.018369999999999997,2
569,CVE-2023-45280,2025-04-11,CVE-2023-36404,2025-05-16,2,0.09999999999999964,0.00547,0.65347,0.0,0.0069,0.69589,0.0,0.04242000000000001,1
569,CVE-2023-45280,2025-04-11,CVE-2023-38140,2025-05-16,5,0.09999999999999964,0.00547,0.65347,0.0,0.00883,0.73416,0.0,0.08069000000000004,2
569,CVE-2023-45280,2025-04-11,CVE-2023-36803,2025-05-16,4,0.09999999999999964,0.00547,0.65347,0.0,0.00914,0.73898,0.0,0.08550999999999997,3
570,CVE-2023-45281,2025-04-11,CVE-2023-4039,2025-05-17,11,1.2999999999999998,0.00212,0.40937,0.0,0.00206,0.40145,0.0,0.007920000000000038,1
570,CVE-2023-45281,2025-04-11,CVE-2023-34872,2025-05-17,8,0.5999999999999996,0.00212,0.40937,0.0,0.002,0.3931,0.0,0.016270000000000007,2
571,CVE-2023-45282,2025-04-11,CVE-2023-23421,2025-05-16,8,0.2999999999999998,0.00371,0.56091,0.0,0.00346,0.54344,0.0,0.017469999999999986,1
571,CVE-2023-45282,2025-04-11,CVE-2023-21748,2025-05-16,4,0.2999999999999998,0.00371,0.56091,0.0,0.0033,0.53142,0.0,0.029490000000000016,2
571,CVE-2023-45282,2025-04-11,CVE-2023-21675,2025-05-16,2,0.2999999999999998,0.00371,0.56091,0.0,0.00301,0.50535,0.0,0.055560000000000054,3
573,CVE-2023-4548,2023-09-08,CVE-2023-24657,2025-04-11,3,0.20000000000000018,0.00089,0.36886,0.0,0.00076,0.3136,0.0,0.05526000000000003,1
577,CVE-2023-45884,2025-04-11,CVE-2023-24626,2025-05-12,1,0.0,0.00127,0.28997,0.0,0.00074,0.19612,0.0,0.09385000000000002,1
578,CVE-2023-45885,2025-04-11,CVE-2023-34872,2025-05-17,6,0.09999999999999964,0.00192,0.38308,0.0,0.002,0.3931,0.0,0.010020000000000029,1
578,CVE-2023-45885,2025-04-11,CVE-2023-4039,2025-05-17,9,0.6000000000000005,0.00192,0.38308,0.0,0.00206,0.40145,0.0,0.018369999999999997,2
579,CVE-2023-46022,2024-03-20,CVE-2023-21675,2025-05-16,8,0.05,0.00043,0.07283,0.0,0.00043,0.07795,0.0,0.0051199999999999996,1
579,CVE-2023-46022,2024-03-20,CVE-2023-21747,2025-05-16,9,0.05,0.00043,0.07283,0.0,0.00043,0.07795,0.0,0.0051199999999999996,2
579,CVE-2023-46022,2024-03-20,CVE-2023-21748,2025-05-16,10,0.05,0.00043,0.07283,0.0,0.00043,0.07795,0.0,0.0051199999999999996,3
580,CVE-2023-46024,2024-03-20,CVE-2023-41061,2025-02-10,11,0.3499999999999998,0.00073,0.30071,0.0,0.0007,0.28601,0.0,0.01469999999999999,1
580,CVE-2023-46024,2024-03-20,CVE-2023-1545,2025-03-22,2,0.0,0.00073,0.30071,0.0,0.00084,0.34443,0.0,0.04372000000000004,2
580,CVE-2023-46024,2024-03-20,CVE-2023-45277,2025-04-11,4,0.05,0.00073,0.30071,0.0,0.00087,0.35328,0.0,0.052570000000000006,3
583,CVE-2023-46272,2025-02-20,CVE-2023-52235,2025-04-11,3,0.05,0.00046,0.18783,0.0,0.00043,0.11709,0.0,0.07074,1
584,CVE-2023-4634,2023-10-09,CVE-2023-27997,2025-01-09,11,0.05,0.05685,0.92421,0.0,0.15407,0.95239,0.0,0.028179999999999983,1
584,CVE-2023-4634,2023-10-09,CVE-2023-23333,2024-03-14,1,0.0,0.05685,0.92421,0.0,0.5361,0.97206,0.0,0.04785000000000006,2
584,CVE-2023-4634,2023-10-09,CVE-2023-42793,2024-03-14,2,0.0,0.05685,0.92421,0.0,0.97209,0.99756,0.0,0.07335000000000003,3
588,CVE-2023-46604,2025-04-17,CVE-2023-36845,2025-05-29,2,0.24999999999999928,0.94436,0.99984,0.0,0.94355,0.99947,0.0,0.00036999999999998145,1
588,CVE-2023-46604,2025-04-17,CVE-2023-29336,2025-05-25,11,2.5,0.94436,0.99984,0.0,0.76942,0.98873,0.0,0.011109999999999953,2
589,CVE-2023-46747,2025-04-17,CVE-2023-36845,2025-05-29,2,0.05,0.94441,0.99987,0.0,0.94355,0.99947,0.0,0.00040000000000006697,1
589,CVE-2023-46747,2025-04-17,CVE-2023-29336,2025-05-25,11,2.3000000000000007,0.94441,0.99987,0.0,0.76942,0.98873,0.0,0.011140000000000039,2
590,CVE-2023-46748,2025-04-17,CVE-2023-39780,2025-05-28,2,0.05,0.03698,0.87286,0.0,0.01699,0.81224,0.0,0.06062000000000001,1
592,CVE-2023-46818,2025-04-14,CVE-2023-0669,2025-05-28,1,0.0,0.80861,0.99108,0.0,0.94364,0.99957,0.0,0.008489999999999998,1
592,CVE-2023-46818,2025-04-14,CVE-2023-6241,2025-05-23,3,0.25000000000000017,0.80861,0.99108,0.0,0.10305,0.92459,0.0,0.06648999999999994,2
593,CVE-2023-4708,2023-10-09,CVE-2023-24626,2025-05-12,9,0.25000000000000017,0.00063,0.25727,0.0,0.00062,0.24613,0.0,0.011140000000000011,1
593,CVE-2023-4708,2023-10-09,CVE-2023-20109,2025-04-17,12,0.3499999999999998,0.00063,0.25727,0.0,0.0006,0.23872,0.0,0.01855000000000001,2
593,CVE-2023-4708,2023-10-09,CVE-2023-34927,2024-04-02,1,0.20000000000000018,0.00063,0.25727,0.0,0.00054,0.19983,0.0,0.05743999999999999,3
595,CVE-2023-47160,2025-02-19,CVE-2023-40580,2025-04-14,3,0.14999999999999963,0.00087,0.39355,1.0,0.00112,0.46094,0.0,0.06739,1
595,CVE-2023-47160,2025-02-19,CVE-2023-21675,2025-05-16,8,0.44999999999999946,0.00087,0.39355,1.0,0.00067,0.32321,0.0,0.07034000000000001,2
595,CVE-2023-47160,2025-02-19,CVE-2023-21748,2025-05-16,10,0.44999999999999946,0.00087,0.39355,1.0,0.00067,0.32321,0.0,0.07034000000000001,3
596,CVE-2023-47179,2025-01-02,CVE-2023-52235,2025-04-11,10,0.05,0.00043,0.11013,1.0,0.00043,0.10982,0.0,0.0003100000000000047,1
597,CVE-2023-47311,2025-04-11,CVE-2023-34872,2025-05-17,8,0.5999999999999996,0.00173,0.35638,0.0,0.002,0.3931,0.0,0.03672000000000003,1
597,CVE-2023-47311,2025-04-11,CVE-2023-4039,2025-05-17,11,1.2999999999999998,0.00173,0.35638,0.0,0.00206,0.40145,0.0,0.04507,2
602,CVE-2023-48292,2025-03-29,CVE-2023-41992,2025-05-14,9,2.0999999999999996,0.00829,0.59755,0.0,0.01102,0.64784,0.0,0.050289999999999946,1
603,CVE-2023-4863,2025-04-07,CVE-2023-39780,2025-05-28,2,0.05,0.79395,0.99024,0.0,0.06658,0.9035,0.0,0.08674000000000004,1
604,CVE-2023-48795,2025-04-14,CVE-2023-43770,2025-05-15,1,0.24999999999999928,0.58568,0.98036,0.0,0.7639,0.9888,0.0,0.008440000000000003,1
604,CVE-2023-48795,2025-04-14,CVE-2023-32019,2025-05-16,11,1.2500000000000002,0.58568,0.98036,0.0,0.09405,0.92059,0.0,0.05976999999999999,2
606,CVE-2023-49103,2025-02-12,CVE-2023-40044,2025-04-17,1,0.05,0.90886,0.99133,0.0,0.87501,0.98926,0.0,0.0020700000000000163,1
606,CVE-2023-49103,2025-02-12,CVE-2023-41892,2025-04-27,3,0.05,0.90886,0.99133,0.0,0.83669,0.98718,0.0,0.004150000000000098,2
606,CVE-2023-49103,2025-02-12,CVE-2023-43177,2025-03-25,5,0.1999999999999993,0.90886,0.99133,0.0,0.96314,0.99695,0.0,0.005619999999999958,3
607,CVE-2023-49606,2025-04-17,CVE-2023-29336,2025-05-25,11,2.3000000000000007,0.34661,0.96732,0.0,0.76942,0.98873,0.0,0.02141000000000004,1
607,CVE-2023-49606,2025-04-17,CVE-2023-36845,2025-05-29,2,0.05,0.34661,0.96732,0.0,0.94355,0.99947,0.0,0.03215000000000001,2
609,CVE-2023-4966,2025-04-14,CVE-2023-36845,2025-05-29,2,0.40000000000000036,0.94378,0.99962,0.0,0.9432,0.99944,0.0,0.00017999999999995797,1
609,CVE-2023-4966,2025-04-14,CVE-2023-39780,2025-05-28,4,0.8999999999999997,0.94378,0.99962,0.0,0.06658,0.90369,0.0,0.09592999999999996,2
612,CVE-2023-49965,2025-04-11,CVE-2023-24626,2025-05-12,1,0.2999999999999998,0.00098,0.24733,0.0,0.00074,0.19612,0.0,0.051210000000000006,1
613,CVE-2023-5009,2025-04-17,CVE-2023-34332,2025-05-19,5,0.44999999999999946,0.00022,0.04366,0.0,0.00021,0.04058,0.0,0.0030799999999999994,1
613,CVE-2023-5009,2025-04-17,CVE-2023-42826,2025-05-25,7,0.44999999999999946,0.00022,0.04366,0.0,0.0003,0.07158,0.0,0.027920000000000007,2
613,CVE-2023-5009,2025-04-17,CVE-2023-52591,2025-05-20,1,0.39999999999999947,0.00022,0.04366,0.0,0.00013,0.01292,0.0,0.030739999999999996,3
614,CVE-2023-50164,2025-04-17,CVE-2023-36845,2025-05-29,2,0.05,0.93736,0.99836,0.0,0.94355,0.99947,0.0,0.0011099999999999444,1
614,CVE-2023-50164,2025-04-17,CVE-2023-29336,2025-05-25,11,2.3000000000000007,0.93736,0.99836,0.0,0.76942,0.98873,0.0,0.009630000000000027,2
616,CVE-2023-50733,2025-01-21,CVE-2023-52235,2025-04-11,7,0.25000000000000105,0.00043,0.11371,1.0,0.00043,0.11351,0.0,0.00020000000000000573,1
618,CVE-2023-51302,2025-02-20,CVE-2023-52235,2025-04-11,3,0.05,0.00043,0.11709,0.0,0.00043,0.11709,0.0,0.0,1
619,CVE-2023-51313,2025-02-21,CVE-2023-52235,2025-04-11,3,0.05,0.00043,0.11722,0.0,0.00043,0.11722,0.0,0.0,1
620,CVE-2023-51319,2025-02-20,CVE-2023-52235,2025-04-11,3,0.05,0.00043,0.11722,1.0,0.00043,0.11709,0.0,0.0001300000000000051,1
621,CVE-2023-51333,2025-02-21,CVE-2023-52235,2025-04-11,3,0.05,0.00043,0.11722,0.0,0.00043,0.11722,0.0,0.0,1
622,CVE-2023-51336,2025-02-21,CVE-2023-52235,2025-04-11,3,0.05,0.00043,0.11722,0.0,0.00043,0.11722,0.0,0.0,1
624,CVE-2023-51467,2025-04-17,CVE-2023-36845,2025-05-29,2,0.05,0.93884,0.99857,0.0,0.94355,0.99947,0.0,0.0009000000000000119,1
624,CVE-2023-51467,2025-04-17,CVE-2023-29336,2025-05-25,11,2.3000000000000007,0.93884,0.99857,0.0,0.76942,0.98873,0.0,0.00983999999999996,2
626,CVE-2023-52235,2025-04-11,CVE-2023-23420,2025-05-16,9,1.0000000000000009,0.0025,0.45618,0.0,0.00279,0.48491,0.0,0.028730000000000033,1
626,CVE-2023-52235,2025-04-11,CVE-2023-21747,2025-05-16,5,1.0000000000000009,0.0025,0.45618,0.0,0.00226,0.42575,0.0,0.030429999999999957,2
626,CVE-2023-52235,2025-04-11,CVE-2023-21675,2025-05-16,4,1.0000000000000009,0.0025,0.45618,0.0,0.00301,0.50535,0.0,0.04916999999999999,3
630,CVE-2023-5360,2025-04-05,CVE-2023-36845,2025-05-29,3,0.05,0.92223,0.99709,0.0,0.9432,0.99944,0.0,0.0023499999999999632,1
630,CVE-2023-5360,2025-04-05,CVE-2023-34362,2025-05-13,1,0.05,0.92223,0.99709,0.0,0.94388,0.99966,0.0,0.002569999999999961,2
630,CVE-2023-5360,2025-04-05,CVE-2023-29336,2025-05-25,7,2.250000000000001,0.92223,0.99709,0.0,0.62322,0.98222,0.0,0.01487000000000005,3
631,CVE-2023-5702,2024-03-14,CVE-2023-4039,2025-05-17,5,0.55,0.00052,0.18236,0.0,0.00046,0.14279,0.0,0.039569999999999994,1
631,CVE-2023-5702,2024-03-14,CVE-2023-0437,2025-05-17,6,1.05,0.00052,0.18236,0.0,0.00046,0.14279,0.0,0.039569999999999994,2
631,CVE-2023-5702,2024-03-14,CVE-2023-36811,2025-04-09,1,0.45000000000000034,0.00052,0.18236,0.0,0.00045,0.12999,0.0,0.05237,3
635,CVE-2023-6542,2025-04-16,CVE-2023-34332,2025-05-19,6,0.7000000000000002,0.0002,0.03596,0.0,0.00021,0.04029,0.0,0.0043300000000000005,1
635,CVE-2023-6542,2025-04-16,CVE-2023-52591,2025-05-20,12,0.7500000000000002,0.0002,0.03596,0.0,0.00013,0.013,0.0,0.02296,2
635,CVE-2023-6542,2025-04-16,CVE-2023-42826,2025-05-25,7,0.7000000000000002,0.0002,0.03596,0.0,0.0003,0.07063,0.0,0.03467,3
636,CVE-2023-6710,2024-05-13,CVE-2023-46470,2025-04-11,7,0.05,0.00068,0.29292,0.0,0.00052,0.19527,0.0,0.09765000000000001,1
636,CVE-2023-6710,2024-05-13,CVE-2023-46471,2025-04-11,8,0.05,0.00068,0.29292,0.0,0.00052,0.19527,0.0,0.09765000000000001,2
637,CVE-2023-7028,2024-03-14,CVE-2023-30258,2025-04-11,12,0.1999999999999993,0.20153,0.9622,0.0,0.30708,0.96832,0.0,0.006119999999999903,1
637,CVE-2023-7028,2024-03-14,CVE-2023-40044,2025-04-17,6,0.05,0.20153,0.9622,0.0,0.84134,0.98388,0.0,0.02167999999999992,2
637,CVE-2023-7028,2024-03-14,CVE-2023-41892,2025-04-27,8,0.05,0.20153,0.9622,0.0,0.88564,0.98613,0.0,0.023929999999999896,3
641,CVE-2024-0010,2025-04-14,CVE-2024-26177,2025-05-16,12,1.2500000000000002,0.01321,0.78182,0.0,0.01593,0.80086,0.0,0.019040000000000057,1
643,CVE-2024-0114,2025-03-05,CVE-2024-0399,2025-04-16,3,0.05,0.00043,0.11829,0.0,0.00043,0.11829,0.0,0.0,1
643,CVE-2024-0114,2025-03-05,CVE-2024-22257,2025-05-30,11,0.14999999999999963,0.00043,0.11829,0.0,0.00043,0.11829,0.0,0.0,2
643,CVE-2024-0114,2025-03-05,CVE-2024-36623,2025-05-09,6,0.05,0.00043,0.11829,0.0,0.00045,0.18325,0.0,0.06495999999999999,3
646,CVE-2024-0132,2025-03-26,CVE-2024-37051,2025-05-16,8,0.3500000000000007,0.02526,0.83914,0.0,0.0519,0.88851,0.0,0.049370000000000025,1
646,CVE-2024-0132,2025-03-26,CVE-2024-21591,2025-05-07,12,0.8500000000000008,0.02526,0.83914,0.0,0.0694,0.90467,0.0,0.06552999999999998,2
646,CVE-2024-0132,2025-03-26,CVE-2024-31989,2025-05-09,1,0.05,0.02526,0.83914,0.0,0.13648,0.93558,0.0,0.09643999999999997,3
647,CVE-2024-0146,2025-01-28,CVE-2024-43085,2025-04-28,12,0.05,0.00043,0.11449,0.0,0.00043,0.11449,0.0,0.0,1
647,CVE-2024-0146,2025-01-28,CVE-2024-38193,2025-04-17,7,0.05,0.00043,0.11449,0.0,0.00043,0.11557,0.0,0.0010800000000000115,2
647,CVE-2024-0146,2025-01-28,CVE-2024-53197,2025-02-28,2,0.05,0.00043,0.11449,0.0,0.00044,0.15242,0.0,0.037930000000000005,3
651,CVE-2024-0179,2025-02-11,CVE-2024-22257,2025-05-30,5,0.05,0.00043,0.11476,1.0,0.00043,0.1146,0.0,0.00016000000000000736,1
